ID,Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,Birthdate
585,Thomas Siebel,4.9,United States,business software,574,68,"Woodside, California",United States,Married,4,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign; Master of Business Administration, University of Illinois, Urbana-Champaign; Master of Science, University of Illinois, Urbana-Champaign",True,1957-01-01
586,Peter Thiel,4.9,United States,Facebook,574,53,"Los Angeles, California",United States,Single,0,"Bachelor of Arts/Science, Stanford University; Doctor of Jurisprudence, Stanford University",True,1972-01-01
587,Chip Wilson,4.9,Canada,Lululemon,574,64,"Vancouver, Canada",Canada,Married,5,"Bachelor of Arts/Science, University of Calgary",True,1961-01-01
588,Zhang Fan,4.9,China,touch screens,574,55,"Shenzhen, China",China,,0,,True,1970-01-01
589,Pierre Bellon & family,4.8,France,food services,589,91,"Paris, France",France,Married,4,,False,1934-01-01
590,Richard Branson,4.8,United Kingdom,Virgin,589,70,"Necker Island, British Virgin Islands",United Kingdom,Married,2,"Drop Out, High School",True,1955-01-01
591,Huang Yi,4.8,Hong Kong,car dealerships,589,59,"Beijing, China",Hong Kong,Married,0,"Bachelor of Arts/Science, Xiamen University",True,1966-01-01
592,Bidzina Ivanishvili,4.8,Georgia,investments,589,65,"Tbilisi, Georgia",Georgia,Married,4,,True,1960-01-01
593,"Edward Johnson, IV.",4.8,United States,money management,589,56,"Boston, Massachusetts",United States,,0,"Bachelor of Arts/Science, Northeastern University",False,1969-01-01
594,Elizabeth Johnson,4.8,United States,money management,589,58,"Boston, Massachusetts",United States,,0,"Bachelor of Arts/Science, Franklin Pierce University",False,1967-01-01
595,Ted Lerner & family,4.8,United States,real estate,589,95,"Chevy Chase, Maryland",United States,Married,3,"Associate in Arts/Science, George Washington University; LLB, George Washington University",True,1930-01-01
596,Lin Shu-hong,4.8,Taiwan,petrochemicals,589,92,"Taipei, Taiwan",Taiwan,Married,4,National Taipei University of Technology,True,1933-01-01
597,Yuri Milner,4.8,Israel,tech investments,589,59,"Los Altos, California",Israel,Married,3,"Bachelor of Arts/Science, Moscow State University; Drop Out, University of Pennsylvania, The Wharton School",True,1966-01-01
598,Issad Rebrab & family,4.8,Algeria,food,589,77,"Algiers, Algeria",Algeria,Married,5,,True,1948-01-01
599,Thomas Schmidheiny,4.8,Switzerland,cement,589,75,"Jona, Switzerland",Switzerland,Married,4,"Doctorate, Tufts University; Bachelor of Arts/Science, Zurich Polytechnic",False,1950-01-01
600,Chairul Tanjung,4.8,Indonesia,diversified,589,58,"Jakarta, Indonesia",Indonesia,Married,2,"Medical Doctor, University of Indonesia",True,1967-01-01
601,Alan Trefler,4.8,United States,software,589,65,"Brookline, Massachusetts",United States,Married,0,"Associate in Arts/Science, Dartmouth College",True,1960-01-01
602,Radovan Vitek,4.8,Czechia,real estate,589,50,"Crans Montana, Switzerland",Czechia,Married,4,"Law Degree, University of West Bohemia",True,1975-01-01
603,Frank Wang,4.8,China,drones,589,40,"Shenzhen, China",China,Married,0,"Bachelor of Arts/Science, Hong Kong University of Science and Technology; Master of Science, Hong Kong University of Science and Technology",True,1985-01-01
604,Wang Xicheng & family,4.8,China,tires,589,72,"Zhaoyuan, China",China,Married,0,,True,1953-01-01
605,Wang Zhendong,4.8,China,education,589,44,"Beijing, China",China,,0,"Bachelor of Arts/Science, Peking University",True,1981-01-01
606,"John, Alan & Bruce Wilson",4.8,Australia,retailing,589,0,"Melbourne, Australia",Australia,,0,,False,0000-01-01
607,M.A. Yusuff Ali,4.8,India,retail,589,65,"Abu Dhabi, United Arab Emirates",India,Married,3,,True,1960-01-01
608,Maria Fernanda Amorim & family,4.7,Portugal,"energy, investments",608,86,"Grijo, Portugal",Portugal,Widowed,3,,False,1939-01-01
609,Dona Bertarelli,4.7,Switzerland,biotech,608,53,"Gstaad, Switzerland",Switzerland,,0,,False,1972-01-01
610,Hong Jie,4.7,China,paint,608,53,"Putian, China",China,,0,,True,1972-01-01
611,Nathan Kirsh,4.7,Eswatini (Swaziland),"retail, real estate",608,89,"Ezulwini, Eswatini (Swaziland)",Eswatini (Swaziland),Married,3,"Bachelor of Arts/Science, University of Witwatersrand",True,1936-01-01
612,Ken Langone,4.7,United States,investments,608,85,"Sands Point, New York",United States,Married,3,"Bachelor of Arts/Science, Bucknell University; Master of Business Administration, Leonard N. Stern School of Business",True,1940-01-01
613,Michael Pieper,4.7,Switzerland,kitchen appliances,608,75,"Lucerne, Switzerland",Switzerland,Married,2,"Master of Business Administration, St Gallen University",True,1950-01-01
614,Richard Schulze,4.7,United States,Best Buy,608,80,"Bonita Springs, Florida",United States,"Widowed, Remarried",10,"Diploma, High School",True,1945-01-01
615,Eric Smidt,4.7,United States,hardware stores,608,61,"Beverly Hills, California",United States,Married,0,,True,1964-01-01
616,Tim Sweeney,4.7,United States,video games,608,50,"Cary, North Carolina",United States,,0,,True,1975-01-01
617,Tang Shing-bor,4.7,Hong Kong,real estate,608,87,"Hong Kong, Hong Kong",Hong Kong,Married,5,,True,1938-01-01
618,Oleg Tinkov,4.7,Russia,banking,608,53,"Moscow, Russia",Russia,Married,3,"Diploma, University of California, Berkeley",True,1972-01-01
619,Mark Walter,4.7,United States,finance,608,60,"Chicago, Illinois",United States,Married,1,"Bachelor of Arts/Science, Creighton University; Doctor of Jurisprudence, Northwestern University",True,1965-01-01
620,Wong Luen Hei,4.7,China,building materials,608,59,"Hong Kong, Hong Kong",China,Married,0,,True,1966-01-01
621,Zhou Bajin,4.7,China,auto parts,608,86,"Changzhou, China",China,,0,,True,1939-01-01
622,Patrizio Bertelli,4.6,Italy,luxury goods,622,75,"Milan, Italy",Italy,Married,2,"Master of Business Administration, University of Florence",True,1950-01-01
623,Bert Beveridge,4.6,United States,vodka,622,59,"Austin, Texas",United States,Married,3,"Bachelor of Arts/Science, University of Texas at Austin",True,1966-01-01
624,Martin & Olivier Bouygues,4.6,France,"construction, media",622,0,"Paris, France",France,,0,,False,0000-01-01
625,Chen Lip Keong,4.6,Malaysia,"casinos, property, energy",622,73,"Phnom Penh, Cambodia",Malaysia,Married,3,"Medical Doctor, University of Malaya",True,1952-01-01
626,Dong Fan,4.6,China,medical devices,622,0,"Zhuhai, China",China,,0,"Bachelor of Arts/Science, Shanghai University of Finance and Economics; Master of Business Administration, Sun Yat-sen University",True,0000-01-01
627,Daniel Ek,4.6,Sweden,Spotify,622,38,"Stockholm, Sweden",Sweden,Married,2,,True,1987-01-01
628,Tilman Fertitta,4.6,United States,"Houston Rockets, entertainment",622,63,"Houston, Texas",United States,Married,4,"Drop Out, Texas Tech University; Drop Out, University of Houston",True,1962-01-01
629,Luis Frias,4.6,Brazil,mobile payments,622,58,"Sao Paulo, Brazil",Brazil,,0,,False,1967-01-01
630,Peter Gassner,4.6,United States,software,622,56,"Pleasanton, California",United States,Married,2,"Bachelor of Science, Oregon State University",True,1969-01-01
631,Vladimir Kim,4.6,Kazakhstan,mining,622,60,"Almaty, Kazakhstan",Kazakhstan,Married,3,,True,1965-01-01
632,Li Weiguo,4.6,China,construction materials,622,56,"Beijing, China",China,Married,0,,True,1969-01-01
633,Denis O'Brien,4.6,Ireland,telecom,622,63,"Dublin, Ireland",Ireland,Married,4,"Master of Business Administration, Carroll School of Management",True,1962-01-01
634,Miuccia Prada,4.6,Italy,luxury goods,622,71,"Milan, Italy",Italy,Married,2,"Doctorate, University of Milan; Doctorate in Pedagogical Sciences, University of Milan",False,1954-01-01
635,"Robert Rich, Jr.",4.6,United States,frozen foods,622,80,"Islamorada, Florida",United States,Married,4,"Master of Business Administration, Simon School of Business; Bachelor of Arts/Science, Williams College",False,1945-01-01
636,Abhay Vakil & family,4.6,India,paints,622,70,"Mumbai, India",India,Married,3,"Bachelor of Arts/Science, Bombay University; Bachelor of Arts/Science, Syracuse University",False,1955-01-01
637,Paul-Heinz Wesjohann & family,4.6,Germany,chicken processing,622,77,"Rechterfeld, Germany",Germany,Married,4,,True,1948-01-01
638,Ron Baron,4.5,United States,money management,638,77,"New York, New York",United States,Married,2,"Bachelor of Arts/Science, Bucknell University",True,1948-01-01
639,Andre Esteves,4.5,Brazil,banking,638,52,"Sao paulo, Brazil",Brazil,Married,3,"Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro",True,1973-01-01
640,Jonathan Gray,4.5,United States,investments,638,51,"New York, New York",United States,Married,0,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",True,1974-01-01
641,Hu Baifan,4.5,China,pharmaceuticals,638,58,"Shaoxing, China",China,,0,"Bachelor of Arts/Science, Shaoxing University; Master of Business Administration, Zhejiang University",True,1967-01-01
642,Viatcheslav Kantor,4.5,Russia,"fertilizer, real estate",638,67,"London, United Kingdom",Russia,Married,5,"Ph.D, Moscow Aviation University",True,1958-01-01
643,Min Kao & family,4.5,United States,navigation equipment,638,72,"Leawood, Kansas",United States,Married,2,"Bachelor of Arts/Science, National Taiwan University; Doctorate, University of Tennessee Knoxville; Master of Science, University of Tennessee Knoxville",True,1953-01-01
644,Friedrich Knapp,4.5,Germany,fashion retail,638,70,"Brunswick, Germany",Germany,Married,3,,True,1955-01-01
645,Richard Li,4.5,Hong Kong,telecom,638,54,"Hong Kong, Hong Kong",Hong Kong,Single,3,"Drop Out, Stanford University",False,1971-01-01
646,Rudolf Maag,4.5,Switzerland,medical devices,638,75,"Binningen, Switzerland",Switzerland,Married,2,"Master of Business Administration, INSEAD",True,1950-01-01
647,Miao Hangen,4.5,China,"textiles, petrochemicals",638,56,"Suzhou, China",China,,0,,True,1969-01-01
648,Sami Mnaymneh,4.5,United States,private equity,638,59,"Miami Beach, Florida",United States,,0,"Bachelor of Arts/Economics, Columbia University; Master of Business Administration, Harvard Business School; Doctor of Jurisprudence, Harvard University",True,1966-01-01
649,Igor Olenicoff,4.5,United States,real estate,638,78,"Lighthouse Point, Florida",United States,Married,2,"Bachelor of Arts/Science, University of Southern California; Master of Business Administration, University of Southern California; Master of Science, University of Southern California",True,1947-01-01
650,Sergei Popov,4.5,Russia,banking,638,49,"Moscow, Russia",Russia,Married,2,"Bachelor of Arts/Science, Ural State Technical University",True,1976-01-01
651,Thomas Pritzker,4.5,United States,"hotels, investments",638,70,"Chicago, Illinois",United States,Married,3,"Bachelor of Arts/Science, Claremont McKenna College; Doctor of Jurisprudence, University of Chicago; Master of Business Administration, University of Chicago",False,1955-01-01
652,"Julian Robertson, Jr.",4.5,United States,hedge funds,638,88,"Locust Valley, New York",United States,Widowed,3,"Bachelor of Arts/Science, University of North Carolina",True,1937-01-01
653,Tony Tamer,4.5,United States,private equity,638,63,"New York, New York",United States,Married,4,,True,1962-01-01
654,Zhu Baoguo & family,4.5,China,pharmaceuticals,638,59,"Shenzhen, China",China,Married,0,"Bachelor of Arts/Science, Henan Normal University",True,1966-01-01
655,Shari Arison,4.4,Israel,Carnival Cruises,655,63,"Tel Aviv, Israel",Israel,Divorced,4,"Drop Out, Miami Dade College",False,1962-01-01
656,Orlando Bravo,4.4,United States,private equity,655,50,"Miami Beach, Florida",United States,Married,3,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Stanford Graduate School of Business; Doctor of Jurisprudence, Stanford University",True,1975-01-01
657,Garrett Camp,4.4,Canada,Uber,655,42,"San Francisco, California",Canada,In Relationship,0,"Master of Science, University of Calgary",True,1983-01-01
658,Nick Caporella,4.4,United States,beverages,655,85,"Plantation, Florida",United States,Married,4,,True,1940-01-01
659,Mark Cuban,4.4,United States,"online media, Dallas Mavericks",655,62,"Dallas, Texas",United States,Married,3,"Bachelor of Arts/Science, Indiana University",True,1963-01-01
660,Yakir Gabay,4.4,Cyprus,real estate,655,55,"London, United Kingdom",Cyprus,,0,,True,1970-01-01
661,Erman Ilicak,4.4,Turkey,construction,655,53,"Ankara, Turkey",Turkey,Married,3,,True,1972-01-01
662,Gustav Magnar Witzoe,4.4,Norway,fish farming,655,28,"Kverva, Norway",Norway,Single,0,,False,1997-01-01
663,Michael Minhong Yu,4.4,China,education,655,59,"Beijing, China",China,Married,2,"Bachelor of Arts/Science, Peking University",True,1966-01-01
664,Zhang Daocai,4.4,China,valves,655,71,"Shaoxing, China",China,,0,,True,1954-01-01
665,Stéphane Bancel,4.3,France,biotech,665,48,"Boston, Massachusetts",France,,0,"Master of Science in Engineering, Ecole Centrale Paris; Master of Business Administration, Harvard University; Master of Science in Engineering, University of Minnesota",True,1977-01-01
666,Ralph Dommermuth,4.3,Germany,internet service provider,665,57,"Montabaur, Germany",Germany,Married,1,,True,1968-01-01
667,Thomas Hagen,4.3,United States,insurance,665,85,"Erie, Pennsylvania",United States,Widowed,2,"Bachelor of Arts/Science, Ohio State University",False,1940-01-01
668,Pansy Ho,4.3,Hong Kong,casinos,665,58,"Hong Kong, Hong Kong",Hong Kong,Divorced,0,"Bachelor of Arts/Science, University of Santa Clara",False,1967-01-01
669,Rakesh Jhunjhunwala,4.3,India,investments,665,60,"Mumbai, India",India,Married,3,"B.Com, Bombay University; Chartered Accountant, The Institute of Chartered Accountants of India",True,1965-01-01
670,Lee Yin Yee,4.3,China,glass,665,69,"Hong Kong, Hong Kong",China,,0,,True,1956-01-01
671,Eric Lefkofsky,4.3,United States,Groupon,665,51,"Glencoe, Illinois",United States,Married,3,"Bachelor of Arts/Science, University of Michigan; Doctor of Jurisprudence, University of Michigan",True,1974-01-01
672,Edwin Leong,4.3,Hong Kong,real estate,665,69,"Hong Kong, Hong Kong",Hong Kong,Married,1,,True,1956-01-01
673,Pawan Munjal & family,4.3,India,motorcycles,665,67,"Delhi, India",India,Married,3,,False,1958-01-01
674,Antony Ressler,4.3,United States,finance,665,59,"Los Angeles, California",United States,Married,3,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Georgetown University",True,1966-01-01
675,Paul Singer,4.3,United States,hedge funds,665,76,"New York, New York",United States,In Relationship,0,"Doctor of Jurisprudence, Harvard University; Bachelor of Arts/Science, University of Rochester",True,1949-01-01
676,Kerry Stokes,4.3,Australia,"construction equipment, media",665,80,"Perth, Australia",Australia,Married,4,,True,1945-01-01
677,Steven Udvar-Hazy,4.3,United States,aircraft leasing,665,75,"Beverly Hills, California",United States,Married,4,"Bachelor of Arts/Science, University of California, Los Angeles",True,1950-01-01
678,Takao Yasuda,4.3,Japan,retail,665,72,"Singapore, Singapore",Japan,Married,1,"Bachelor of Arts/Science, Keio University",True,1953-01-01
679,Ye Chenghai & family,4.3,Hong Kong,pharmaceuticals,665,77,"Hong Kong, Hong Kong",Hong Kong,Married,2,"Bachelor of Arts/Science, Renmin University of China",True,1948-01-01
680,Alain Bouchard,4.2,Canada,retail,680,72,"Montreal, Canada",Canada,Married,4,,True,1953-01-01
681,Rick Caruso,4.2,United States,real estate,680,62,"Los Angeles, California",United States,Married,4,"Doctor of Jurisprudence, Pepperdine University; Bachelor of Arts/Science, University of Southern California",True,1963-01-01
682,Scott Cook,4.2,United States,software,680,68,"Woodside, California",United States,Married,3,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, University of Southern California",True,1957-01-01
683,Barry Diller,4.2,United States,online media,680,79,"New York, New York",United States,Married,0,"Drop Out, University of California, Los Angeles",True,1946-01-01
684,Traudl Engelhorn & family,4.2,Germany,"pharmaceuticals, medical equipment",680,94,"Lucerne, Switzerland",Germany,Widowed,4,,False,1931-01-01
